Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
sensor_tower_link,-0.0168694606432581,3.46944695195361E-17,0.112890450283758,0,0,0,0.341322335007201,0.00364411904163728,-2.04820710478793E-18,-1.31182734805422E-21,0.00158707119592865,4.39166807750312E-19,0.00522984911415873,0,0,0,0,0,0,package://sensor_tower_description/meshes/sensor_tower_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sensor_tower_description/meshes/sensor_tower_link.STL,,mmWave_module_v1-1/mmWave_plate_v1-1;velodyne_LiDAR_module_v1-1/velodyne_LiDAR_top-1,sensor_tower_link,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
mmwave_left_link,-0.00304848867754498,0.0204580697768618,-0.0437586529080803,0,0,0,0.0167468878642834,7.84058393424274E-06,2.08485659336723E-07,-6.86783973489677E-08,2.51901574916046E-06,-4.63618000264675E-07,7.29994263842275E-06,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_left_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_left_link.STL,,mmWave_module_v1-1/mmWave_set-3/mmWave_stand-1;mmWave_module_v1-1/mmWave_set-3/mmWave_ IWR6843-1;mmWave_module_v1-1/mmWave_set-3/mmWave_plate_thick-1,mmwave_left_link,Axis_mmwave_left_joint,mmwave_left_joint,fixed,0.10905,0.1179,0.198,0,0,0.7854,sensor_tower_link,0.70711,-0.70711,0,,,,,,,,,,,,
mmwave_right_link,-0.00304848867754492,0.0204580697768619,-0.0437586529080803,0,0,0,0.0167468878642835,7.84058393424275E-06,2.08485659336722E-07,-6.86783973489692E-08,2.51901574916047E-06,-4.63618000264677E-07,7.29994263842275E-06,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_right_link.STL,,mmWave_module_v1-1/mmWave_set-1/mmWave_stand-1;mmWave_module_v1-1/mmWave_set-1/mmWave_plate_thick-1;mmWave_module_v1-1/mmWave_set-1/mmWave_ IWR6843-1,mmwave_right_link,Axis_mmwave_right_joint,mmwave_right_joint,fixed,0.082886,-0.14406,0.198,0,0,-0.7854,sensor_tower_link,0.70711,0.70711,0,,,,,,,,,,,,
mmwave_left_back_link,-0.00304848867754509,0.0204580697768619,-0.0437586529080803,0,0,0,0.0167468878642835,7.84058393424276E-06,2.08485659336725E-07,-6.86783973489698E-08,2.51901574916047E-06,-4.63618000264681E-07,7.29994263842277E-06,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_left_back_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_left_back_link.STL,,mmWave_module_v1-1/mmWave_set-4/mmWave_stand-1;mmWave_module_v1-1/mmWave_set-4/mmWave_plate_thick-1;mmWave_module_v1-1/mmWave_set-4/mmWave_ IWR6843-1,mmwave_left_back_link,Axis_mmwave_left_back_joint,mmwave_left_back_joint,fixed,0.008485,0.16025,0.198,0,0,1.5708,sensor_tower_link,0,1,0,,,,,,,,,,,,
mmwave_right_back_link,-0.00304848867754499,0.0204580697768618,-0.0437586529080803,0,0,0,0.0167468878642835,7.84058393424275E-06,2.08485659336724E-07,-6.86783973489701E-08,2.51901574916047E-06,-4.63618000264677E-07,7.29994263842275E-06,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_right_back_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://sensor_tower_description/meshes/mmwave_right_back_link.STL,,mmWave_module_v1-1/mmWave_set-2/mmWave_ IWR6843-1;mmWave_module_v1-1/mmWave_set-2/mmWave_stand-1;mmWave_module_v1-1/mmWave_set-2/mmWave_plate_thick-1,mmwave_right_back_link,Axis_mmwave_right_back_joint,mmwave_right_back_joint,fixed,-0.028515,-0.16025,0.198,0,0,-1.5708,sensor_tower_link,0,1,0,,,,,,,,,,,,
